M,a,x,r,value
100,14.732486534103085,2.3005900628846243,338.99609757315045,0.640233564759225
100,87.9215366630141,1.9885582371822168,409.1892633257868,0.703994369397664
100,151.37858420068164,2.0703493072603676,590.5013677513514,0.805492204798955
100,129.33645132139577,0.9453760760793659,421.62292402147284,0.714964834912884
100,21.64298177109869,2.4974058289268726,362.6917636243135,0.670159868144418
100,15.280727660855842,0.5511568712147628,394.9369197077092,0.702803028158973
100,180.65665229288172,2.768859155923352,576.5055341750372,0.822452926479100
100,134.4580894624645,1.473943549345946,412.8278696543425,0.677676849178554
100,26.96269052760025,1.682371399304879,336.21865518108103,0.633557253244916
100,129.6531310231702,2.597440765414725,569.6577950662329,0.810649364222803
100,37.53043751223206,2.8491928970344698,451.4626930426553,0.748019797768947
100,76.11228729077497,2.937742373143911,448.8235834865759,0.752231658873342
100,119.69558456515081,1.7682512647601583,301.0508325218556,0.471343061342934
100,28.690354382097773,1.357226702593727,360.4173816130913,0.664732182265213
100,147.33011967304623,3.0050542162944045,568.8211812112447,0.818370983192248
100,76.48168575697866,0.5006230539870333,375.22598213626407,0.691858150886467
100,93.10271601841163,2.884569137676386,569.2702497034193,0.810351470808701
100,162.50685599248152,2.9862636829051223,349.5463293096957,0.724901619065502
100,176.7800415748763,0.7123755100792739,562.4107276382402,0.805871306445313
100,110.67845211157486,1.8370018509980814,555.5270294189546,0.791980579965305
100,94.50357084158252,2.4699619680102503,335.69331710706797,0.643958144331626
100,22.055174059717398,2.4894859178782944,518.8592584723922,0.784042348936373
100,92.1921934248624,2.0314122517869975,421.7587271837852,0.715320054479023
100,100.14655437578539,2.8915057590825373,345.77961457177514,0.679155774049913
100,171.9550668627501,1.3180121162585228,471.02074027980814,0.720655682664137
100,84.03106828627583,1.3292118304978588,449.881101669901,0.735707524295108
100,4.88892159814589,1.8390539100665686,381.08936459027825,0.689285474562488
100,121.65313054800176,1.5115523112756089,429.1697765396916,0.702551088852797
100,65.2383722297969,1.2627721046903602,482.284662222375,0.760933768110293
100,152.9148471327913,1.3626293454975278,377.46523025546367,0.613658937600232
100,191.4865420293437,2.305164849920093,355.4826205594278,0.648263624810258
100,167.49332544892644,1.5128270752244735,455.29078004954533,0.701781585564325
100,132.97625817749386,2.146707598465338,360.3599973120414,0.642223809234863
100,27.48893812693658,2.1496911549477695,560.0237614587787,0.801577573702398
100,189.66952644004243,0.08699895708972592,545.3527884393168,0.819941654482691
100,155.4236858620359,2.7929608389148193,412.37579647862077,0.750089068625543
